Comment,cleaned_comment,Sentiment
this ads cost a lot,"ad, cost, lot",Neutral
Tesla is garbage.,"tesla, garbage",Neutral
I'm pretty sure the most dangerous part of the cyber truck is the lack of crumple zones,"im, pretty, sure, dangerous, part, cyber, truck, lack, crumple, zone",Neutral
Now you know how people around motorcycles are.,"know, people, around, motorcycle",Neutral
It's not bullet proof for anything 225/5.56 or above.  Jerryrigeverything shot it with a .50Cal and it went right through.  So its kinda false advertising.,"bullet, proof, anything, jerryrigeverything, shot, cal, went, right, kinda, false, advertising",Neutral
refrigerator on the road💀💀☠️,"refrigerator, road",Neutral
Elon shill 😢😢,"elon, shill",Neutral
MKBHD has really been going all out with the editing and effects lately and I can’t get enough of it,"mkbhd, really, going, editing, effect, lately, get, enough",Neutral
Bro the production quality…🔥🔥🔥🔥,"bro, production, quality",Neutral
VW beetle was not rare at a time but still is and ICON.,"vw, beetle, rare, time, still, icon",Neutral
"he. said my child, the is marked by the car 😂😂😂😂","said, child, marked, car",Neutral
N46 graphics are iconic. That car matches that time period.,"n, graphic, iconic, car, match, time, period",Neutral
I wanted to know how much space does the pickup space or the back storage area has,"wanted, know, much, space, pickup, space, back, storage, area",Neutral
This guy the coolest YouTuber,"guy, coolest, youtuber",Neutral
Still waiting on mine...first day order. But nothing.,"still, waiting, minefirst, day, order, nothing",Neutral
"""My Child"" 😂",child,Neutral
Tesla didn’t test the CT vs the 911 Turbo S though right?,"tesla, test, ct, v, turbo, though, right",Neutral
There is this thing called aerodynamic coefficient...,"thing, called, aerodynamic, coefficient",Neutral
I wonder how Casey would do that intro,"wonder, casey, would, intro",Neutral
Most underrated thing about this video is it's Intro 😮,"underrated, thing, video, intro",Neutral
My 2014 q50 has steer by wire. It’s not a new thing,"q, steer, wire, new, thing",Neutral
Only one million views in 17 hours?? Where all those folks taking pictures while they’re driving..,"one, million, view, hour, folk, taking, picture, driving",Neutral
"0:21 Thought he was gonna say ""price"".","thought, gon, na, say, price",Neutral
MKBHD racing MKBSD,"mkbhd, racing, mkbsd",Neutral
miles/kwh*,mileskwh,Neutral
Put an old a you got on your homework on it with a magnet,"put, old, got, homework, magnet",Neutral
Yeah. Because my Model Y gets 2 full months of clean driving after a $10 wash 😂😂😂😂. Fingerprints? Get over prima donnas. It’s a truck FFS!!,"yeah, model, get, full, month, clean, driving, wash, fingerprint, get, prima, donna, truck, ffs",Neutral
5:44 The blinkers are orange 😮😍,"blinker, orange",Neutral
The Cybertruck front lights give me Iron Man face mask vibes.,"cybertruck, front, light, give, iron, man, face, mask, vibe",Neutral
Classic Tesla malicious marketing,"classic, tesla, malicious, marketing",Neutral
What was this shot on?,shot,Neutral
Tu capaciad de análisis es excelente. Saludos desde Argentina,"tu, capaciad, de, an, lisis, e, excelente, saludos, desde, argentina",Neutral
I thought the air suspension was really slow based on another video maybe it was a software issue?,"thought, air, suspension, really, slow, based, another, video, maybe, software, issue",Neutral
"iphone 1. future iterations should ""make sense.""","iphone, future, iteration, make, sense",Neutral
The incEl Camino.,"incel, camino",Neutral
"Crashing in the cybertruck: 🤨
Crashing against a cybertruck: 💀💀💀","crashing, cybertruck, crashing, cybertruck",Neutral
Cars had variable steering ratio over 20 years old.,"car, variable, steering, ratio, year, old",Neutral
Next: xiaomi SU7,"next, xiaomi, su",Neutral
"an alien on the street, a stainless still always used in food production industries that what people stomachs around it gulp...","alien, street, stainless, still, always, used, food, production, industry, people, stomach, around, gulp",Neutral
25:16 I always get PT Cruiser vibes whenever I see a Cybertruck.,"always, get, pt, cruiser, vibe, whenever, see, cybertruck",Neutral
I’ve only seen it one time in person,"seen, one, time, person",Neutral
Tesla was never iconic,"tesla, never, iconic",Neutral
It is a halo product and therefore as iconic as the MacPro wheels. It is not a car for the average-joe and was never meant to be. And just as the MacWheels it shows how disconnected Musk and Tesla are from the rest of the world.,"halo, product, therefore, iconic, macpro, wheel, car, averagejoe, never, meant, macwheels, show, disconnected, musk, tesla, rest, world",Neutral
That thing needs to be wrapped in flat black,"thing, need, wrapped, flat, black",Neutral
First 48V architecture.,"first, v, architecture",Neutral
As iconic as Fiat Multipla,"iconic, fiat, multipla",Neutral
I'm not hating on it but to me it's form over function.  A truck should be function over form.  In a few years maybe it will gain more function.,"im, hating, form, function, truck, function, form, year, maybe, gain, function",Neutral
Quit talked to old ladies at the parking lot.  They are the only ones that don't know what the cyber truck is... 😂😂,"quit, talked, old, lady, parking, lot, one, dont, know, cyber, truck",Neutral
Milking the Cybertruck hype….. 😎,"milking, cybertruck, hype",Neutral
"They talk about 3 box design for sedans and i guess most trucks would fall under that. One box for the hood, one for the cab, and one for the bde/trunk. Then theres 2 box designs for SUVs, vans and wagons. Is this the first no box design?","talk, box, design, sedan, guess, truck, would, fall, one, box, hood, one, cab, one, bdetrunk, there, box, design, suv, van, wagon, first, box, design",Neutral
I'M EARLY!,"im, early",Neutral
Still would take an R1T over this🤷‍♂,"still, would, take, rt, this",Neutral
how much were you paid by Tesla?,"much, paid, tesla",Neutral
No just trash,trash,Neutral
"Totally electrically powered cars and trucks are 
massively impractical for a multitude of obvious reasons.
( Too many to list here )","totally, electrically, powered, car, truck, massively, impractical, multitude, obvious, reason, many, list",Neutral
this intro was sickkkkkkkkkk,"intro, sickkkkkkkkkk",Neutral
10:02 Is that optimus prime.,"optimus, prime",Neutral
production on this one sheeeesh👌,"production, one, sheeeesh",Neutral
How to write a title that doesn’t alienate baby Musk. 😂,"write, title, alienate, baby, musk",Neutral
Cybertruck is the future 🤩,"cybertruck, future",Neutral
What an intro!!,intro,Neutral
Blud really knows nothing about cars,"blud, really, know, nothing, car",Neutral
Tesla 🥰,tesla,Neutral
1 Million views... Now do you understand why Tesla doesn't need to spend a cent on advertising?,"million, view, understand, tesla, doesnt, need, spend, cent, advertising",Neutral
sell out,sell,Neutral
"The Cybertruck would not be dogged on near as much as it is if it wasn’t because Elon is such a controversial political figure. Adversely, the Cybertruck would not be hyped near as much as it is if it wasn’t because Elon is such a controversial political figure. 

And I have to say that, as someone who neither loves nor hates Elon, I think it’s a pretty cool truck. Not the one I would choose to buy but I would love to drive it and see it up close. I just don’t like Tesla’s interiors. It’s minimalist to a fault. Like I want buttons in the vehicle, dammit.","cybertruck, would, dogged, near, much, elon, controversial, political, figure, adversely, cybertruck, would, hyped, near, much, elon, controversial, political, figure, say, someone, neither, love, hate, elon, think, pretty, cool, truck, one, would, choose, buy, would, love, drive, see, close, like, tesla, interior, minimalist, fault, like, want, button, vehicle, dammit",Neutral
$100k MAGA hat,"k, maga, hat",Neutral
When client agreed your low polygon model and send it for production 😂,"client, agreed, low, polygon, model, send, production",Neutral
I just cant get over the fact that you can't drive it in the rain without it rusting.,"cant, get, fact, cant, drive, rain, without, rusting",Neutral
it is basura.,basura,Neutral
It's an expensive iconic piece of junk,"expensive, iconic, piece, junk",Neutral
It’s this generation Pontiac Azteck.,"generation, pontiac, azteck",Neutral
"Saw one while I was driving around Battle Ground, WA yesterday. Didn't realize that they had released yet. Whether you like the design or not, it's quite the attention grabber.","saw, one, driving, around, battle, ground, wa, yesterday, didnt, realize, released, yet, whether, like, design, quite, attention, grabber",Neutral
BUT NO RUST,rust,Neutral
In 10 years that stainless is going to look the same,"year, stainless, going, look",Neutral
why u just guess the feature I was thinking 1st try? cmooon dudeeee!,"u, guess, feature, thinking, st, try, cmooon, dudeeee",Neutral
No comment about how it can chop your finger off? 🤔,"comment, chop, finger",Neutral
Just realise i dont remember seeing a tesla logo on it 😮,"realise, dont, remember, seeing, tesla, logo",Neutral
Tesla isn't the first company to use steer by wire. Infinity did years ago,"tesla, isnt, first, company, use, steer, wire, infinity, year, ago",Neutral
"Here is my rebuttal to the PT Cruiser: I think the cyber truck will be iconic, in the way the 911 is iconic. Both of them have 1M units plus, and they still turn heads.","rebuttal, pt, cruiser, think, cyber, truck, iconic, way, iconic, unit, plus, still, turn, head",Neutral
50th video on Cybertruck on one channel -_-,"th, video, cybertruck, one, channel",Neutral
"4:42 Lexus rz 450e already did steer by wire, but alas my comment will be buried","lexus, rz, e, already, steer, wire, ala, comment, buried",Neutral
The “my child” is wild 😂,"child, wild",Neutral
"The Volkswagen Beetle is iconic. The 911 is iconic. Etc, etc.","volkswagen, beetle, iconic, iconic, etc, etc",Neutral
Jesus Christ is the ultimate icon,"jesus, christ, ultimate, icon",Neutral
"Instant icon, just add influencing","instant, icon, add, influencing",Neutral
th,th,Neutral
That intro transition 🗿,"intro, transition",Neutral
"Steer by wire is an option in some lexus cars for a long time now, ironically it came out as a gimmick to make use of the lexus yoke.","steer, wire, option, lexus, car, long, time, ironically, came, gimmick, make, use, lexus, yoke",Neutral
Those foundation early adopters units 😂,"foundation, early, adopter, unit",Neutral
Reminds me of DeLorean,"reminds, delorean",Neutral
Steer by wire was first introduced by Lexus RZ in 2023 bozo,"steer, wire, first, introduced, lexus, rz, bozo",Neutral
Why buy a Lambo when you can just buy a Yangwang,"buy, lambo, buy, yangwang",Neutral
Slap a DBRAND skin on it to hide fingerprints,"slap, dbrand, skin, hide, fingerprint",Neutral
Didn't tesla test the Cybertruck against a 911 plain on the add?  Why people keep racing against a 911 turbo?,"didnt, tesla, test, cybertruck, plain, add, people, keep, racing, turbo",Neutral
"Mass produced and iconic - nothing comes to mind. Except the 911 right there in the video - one of the most iconic cars ever made, and mass produced to this day 😄","mass, produced, iconic, nothing, come, mind, except, right, video, one, iconic, car, ever, made, mass, produced, day",Neutral
"They never should have called it a truck. If they had marketed this as the DeLorean 2, we'd be talking about a BttF reboot right now.","never, called, truck, marketed, delorean, wed, talking, bttf, reboot, right",Neutral
What's with chromatic aberration??,"whats, chromatic, aberration",Neutral
"everytime i see the cybertruck, i think of the old school Moon Patrol Arcade game from when i was a kid","everytime, see, cybertruck, think, old, school, moon, patrol, arcade, game, kid",Neutral
get the black wrap,"get, black, wrap",Neutral
"As my Dad used to say, ""you can't make a silk purse out of a sows ear"".","dad, used, say, cant, make, silk, purse, sow, ear",Neutral
Marques wearing an official German frisbee team jersey at 15:16 was the most random thing ever. I'm German and I didn't know that exists.,"marque, wearing, official, german, frisbee, team, jersey, random, thing, ever, im, german, didnt, know, exists",Neutral
"personally, I’m not a whiny little bitch. My support for renewable energy goes way beyond something that can be fixed in minutes. All car manufacturers go through this, all.","personally, whiny, little, bitch, support, renewable, energy, go, way, beyond, something, fixed, minute, car, manufacturer, go",Neutral
I could never hate on a car or truck design specially something new & wild. Hater always going to hate specially on stuff they don’t have or can afford is why they call hater 💯 their failures in life are always going to be projected as Hate.. 💯💯💯🗣️✌🏻,"could, never, hate, car, truck, design, specially, something, new, wild, hater, always, going, hate, specially, stuff, afford, call, hater, failure, life, always, going, projected, hate",Neutral
"Why is ""steer by wire"" called that if there are no wires?","steer, wire, called, wire",Neutral
"It’s a tire eater. That AWD with AWsteering, tires will not last long","tire, eater, awd, awsteering, tire, last, long",Neutral
I’m with the motorcycle rider 👎and as a chevy pick up owner I can’t see current pick up truck owners buying this electric vehicle.,"motorcycle, rider, and, chevy, pick, owner, see, current, pick, truck, owner, buying, electric, vehicle",Neutral
It's 3024 car,car,Neutral
His child😂,child,Neutral
skyline is mass produced still iconic till date,"skyline, mass, produced, still, iconic, till, date",Neutral
"The PT Cruiser was a retro design, this one is a futuristic design... Just saying🤷‍♂","pt, cruiser, retro, design, one, futuristic, design, saying",Neutral
Iconic in the same way Mario 64 graphics are 💀,"iconic, way, mario, graphic",Neutral
bir gün bundan alacağım,"bir, g, n, bundan, alaca, m",Neutral
"If you drove down a street in an actual tank, People would look and take photos. If that happened every day, people would get use to it. Human nature, nothing new.","drove, street, actual, tank, people, would, look, take, photo, happened, every, day, people, would, get, use, human, nature, nothing, new",Neutral
I’ve seen plenty of reviews on the Cybertruck already. Why I do keep watching more? 😂😂,"seen, plenty, review, cybertruck, already, keep, watching",Neutral
"it’s a spectacle, it’s not an iconic design","spectacle, iconic, design",Neutral
The butt fumble was iconic.,"butt, fumble, iconic",Neutral
The Pontiac Aztek on steroids.,"pontiac, aztek, steroid",Neutral
"I've worked in the car industry, foundation version issues is not a Tesla thing, all new series vehicles have that","ive, worked, car, industry, foundation, version, issue, tesla, thing, new, series, vehicle",Neutral
"its iconic because its absolutely the biggest piece of garbage of a car of all time, in every single possible way","iconic, absolutely, biggest, piece, garbage, car, time, every, single, possible, way",Neutral
Gotta work in that Porsche as a “business expense”,"got, ta, work, porsche, business, expense",Neutral
Iconically absurd perhaps.,"iconically, absurd, perhaps",Neutral
What about rust?,rust,Neutral
Bro the sledgehammer bit and your world record reaction had me dying 😂,"bro, sledgehammer, bit, world, record, reaction, dying",Neutral
Do you know what's iconic? Your intros,"know, whats, iconic, intro",Neutral
Steel by wire has been available since 1980's,"steel, wire, available, since",Neutral
I put the CT in the same category as the Hummer EV.  Vehicles I’ll never own.,"put, ct, category, hummer, ev, vehicle, never",Neutral
"4:30 to 4:55 Harrison, JSQ","harrison, jsq",Neutral
@9:12 This needs a serious fact check.  I don't think it's responsible to take this claim at surface value.,"need, serious, fact, check, dont, think, responsible, take, claim, surface, value",Neutral
time will tell 😉🫶,"time, tell",Neutral
I wonder if the Hummer would be more analogous to the Cybertruck 🤔,"wonder, hummer, would, analogous, cybertruck",Neutral
Does this guy have a world record or not?!?,"guy, world, record",Neutral
The Edsel was also considered iconic in its day.,"edsel, also, considered, iconic, day",Neutral
13:20 jacket changed,"jacket, changed",Neutral
"1/2 a turn, quarter turn, whole turn, Aye!","turn, quarter, turn, whole, turn, aye",Neutral
Big trucks in crowded parking lots look ridiculos,"big, truck, crowded, parking, lot, look, ridiculos",Neutral
Iconic for being boxier than a cube car,"iconic, boxier, cube, car",Neutral
POV: You use Blender but don't know how to use sculpting mode,"pov, use, blender, dont, know, use, sculpting, mode",Neutral
Something tells me that the biker showed another finger))).,"something, tell, biker, showed, another, finger",Neutral
I think I see a bit of rust on the left side of your truck,"think, see, bit, rust, left, side, truck",Neutral
Being quick does not always mean being fast.,"quick, always, mean, fast",Neutral
What shirt with the # 24 is he wearing?,"shirt, wearing",Neutral
This thing is...ugly🤷🏿‍♂️,"thing, isugly",Neutral
Your child😂,child,Neutral
My child 🤣🤣🤣,child,Neutral
I think another down side is Elon. The brand Tesla is taking a tumble perhaps because of said name and what they represent now.,"think, another, side, elon, brand, tesla, taking, tumble, perhaps, said, name, represent",Neutral
Waiting for Xiaomi SU7 Review 👀,"waiting, xiaomi, su, review",Neutral
BMW Ms and Hellcats are mass produced and iconic…. Mustangs …,"bmw, m, hellcat, mass, produced, iconic, mustang",Neutral
The pt cruiser analogy is bang on 😂😂😂,"pt, cruiser, analogy, bang",Neutral
Already iconic how these trucks are rusting away…,"already, iconic, truck, rusting, away",Neutral
The first steer by wire car I've heard of is a Lexus,"first, steer, wire, car, ive, heard, lexus",Neutral
"Doesn't Lexus have a steer by wire suv, i remember watching a video on it","doesnt, lexus, steer, wire, suv, remember, watching, video",Neutral
7:30 glass is glass & glass can break,"glass, glass, glass, break",Neutral
That car has been mewing,"car, mewing",Neutral
what a dope intro! 🔥,"dope, intro",Neutral
"Towing vs using the bed of the truck is the question. I’ve owned trucks and have never towed but I frequently use the bed of the truck. Dressers, Refrigerators, lawnmowers, etc go into the bed all the time. The question should be how often do you use the bed. Model Ys can tow.","towing, v, using, bed, truck, question, owned, truck, never, towed, frequently, use, bed, truck, dresser, refrigerator, lawnmowers, etc, go, bed, time, question, often, use, bed, model, y, tow",Neutral
MKBHD doing Tesla vd continuously:D,"mkbhd, tesla, vd, continuouslyd",Neutral
"Does not dive deep, shouldn't be called as a review","dive, deep, shouldnt, called, review",Neutral
I don’t understand why it’s called street by wire when it’s actually digital.,"understand, called, street, wire, actually, digital",Neutral
"refrigerator on wheels, wait until they hear about toyota vellfire","refrigerator, wheel, wait, hear, toyota, vellfire",Neutral
you copied Doug Demuro,"copied, doug, demuro",Neutral
Aber warum hat er ein Trikot für den deutschen Frisbee Sport Verband?,"aber, warum, hat, er, ein, trikot, f, r, den, deutschen, frisbee, sport, verband",Neutral
"after you've bought this Cybertruck, you're reviewing it every now and than:D in the YouTube video","youve, bought, cybertruck, youre, reviewing, every, thand, youtube, video",Neutral
"Youtube has become a platform for long, high quality ads","youtube, become, platform, long, high, quality, ad",Neutral
try to be a uberdriver on this car,"try, uberdriver, car",Neutral
Galaxy a55 review,"galaxy, review",Neutral
Delorean comes to mind with “iconic”,"delorean, come, mind, iconic",Neutral
"Next, Cybercar.","next, cybercar",Neutral
MKBHD with the 911 Turbo S 😁,"mkbhd, turbo",Neutral
D-Brand it,dbrand,Neutral
It's 100% probably going to be featured in Cyberpunk in future for a lot of eddies.,"probably, going, featured, cyberpunk, future, lot, eddy",Neutral
"Americans and their idea of ""performance"". 0-60 and quarter mile races. Both mean nothing. (Except to Americans)","american, idea, performance, quarter, mile, race, mean, nothing, except, american",Neutral
most iconic rusted car I have ever seen,"iconic, rusted, car, ever, seen",Neutral
It is unique!,unique,Neutral
I thing Lexus got first with the steer by wire thing. I don't remember the specific model though,"thing, lexus, got, first, steer, wire, thing, dont, remember, specific, model, though",Neutral
"11:52 Towing isn't a monolith, it's a spectrum. The CT does not suck at towing. Sure, if you regularly drive 1k mi with 10k lb behind you, maybe it's going to be more of a pain than you'd like due to range/charging (like all EV trucks are). But if you take the boat to the dock occasionally, or are a plumber that hauls a trailer for your jobs locally, the CT is exceptional.","towing, isnt, monolith, spectrum, ct, suck, towing, sure, regularly, drive, k, mi, k, lb, behind, maybe, going, pain, youd, like, due, rangecharging, like, ev, truck, take, boat, dock, occasionally, plumber, haul, trailer, job, locally, ct, exceptional",Neutral
"It's the same as going for a run naked by the high street. Of course everyone will look at you, but ""iconic""? The only memorable thing about that monstrosity is the grifting around it.","going, run, naked, high, street, course, everyone, look, iconic, memorable, thing, monstrosity, grifting, around",Neutral
"Guys I think Marques just beat the record for the fastest quarter mile .

Fastest is 11.0 seconds 
Marques time is 10.9 seconds","guy, think, marque, beat, record, fastest, quarter, mile, fastest, second, marque, time, second",Neutral
15:14 - Yaaas!  The Engineering Explained whiteboard!,"yaaas, engineering, explained, whiteboard",Neutral
review Xiaomi SU7,"review, xiaomi, su",Neutral
"it offers clout, nothing more.","offer, clout, nothing",Neutral
Somethings tells me that the F150 will have this steering in a few years loool,"somethings, tell, f, steering, year, loool",Neutral
"Cybertruck is such ""a piece of tech"" it's fully reviewed in mkbhd instead of autofocus..","cybertruck, piece, tech, fully, reviewed, mkbhd, instead, autofocus",Neutral
so when is it going matte black,"going, matte, black",Neutral
Comment if you could have just rented a Uhaul instead of buying a pickup.,"comment, could, rented, uhaul, instead, buying, pickup",Neutral
I think this design pattern will eventually make it into the mainstream.,"think, design, pattern, eventually, make, mainstream",Neutral
PT Cruiser and the SSR are unique cars that will always stay in my mind. The PT Cruiser cuz it was a car out of the 70s but today,"pt, cruiser, ssr, unique, car, always, stay, mind, pt, cruiser, cuz, car, today",Neutral
"Just remember: 


It'll never be enough.","remember, itll, never, enough",Neutral
Is this a re-upload of the same video from your autofocus channel?,"reupload, video, autofocus, channel",Neutral
Marques should also become a car reviewer 💯🔥,"marque, also, become, car, reviewer",Neutral
Seeing Marques race for the first time is legendary.,"seeing, marque, race, first, time, legendary",Neutral
You trucks for those times you need them ... even if it's once a year ... that's enough to justify it ... I only use the tray a few times a year ... and the towbar 1 or 2 times .. and I'd never go back to a sedan again !,"truck, time, need, even, year, thats, enough, justify, use, tray, time, year, towbar, time, id, never, go, back, sedan",Neutral
... and it costs a FORTUNE to repair ... and so the INSURANCE IS ASTONOMICAL !,"cost, fortune, repair, insurance, astonomical",Neutral
Maybe they just filming You,"maybe, filming",Neutral
"Imagine somebody hack your car, lock the doors and drive you into a river.","imagine, somebody, hack, car, lock, door, drive, river",Neutral
19:45 I see it 👀,see,Neutral
VW beetle. Leyland Mini,"vw, beetle, leyland, mini",Neutral
Iconic or Ionic? 🤔🙄✨,"iconic, ionic",Neutral
“My child”😂,child,Neutral
This is just the ultimate manhood compensator of all time,"ultimate, manhood, compensator, time",Neutral
I think they r watching u rather than cybertruck,"think, r, watching, u, rather, cybertruck",Neutral
That biker was a Liberal 100% 😂,"biker, liberal",Neutral
Infamous?,infamous,Neutral
Brainy ppl would choose Ford over tesla,"brainy, ppl, would, choose, ford, tesla",Neutral
Excelent approach!,"excelent, approach",Neutral
"Lexus is the first one to add steer by wire, I guess.","lexus, first, one, add, steer, wire, guess",Neutral
Nothing can beat FORD,"nothing, beat, ford",Neutral
How is this deathtrap even allowed on the road?,"deathtrap, even, allowed, road",Neutral
Already iconic or already rusty?,"already, iconic, already, rusty",Neutral
They  forgot  to put a roof on it,"forgot, put, roof",Neutral
The choice to go matt black on the porche was biblical 😩,"choice, go, matt, black, porche, biblical",Neutral
Are you working on a pixel 8 review?,"working, pixel, review",Neutral
The finger chopping bonnet is underrated!,"finger, chopping, bonnet, underrated",Neutral
PT Cruiser Prowler is really iconic,"pt, cruiser, prowler, really, iconic",Neutral
Lexus did steer by wire before tesla,"lexus, steer, wire, tesla",Neutral
Dope video,"dope, video",Neutral
Deutscher Frisbeesport-Verband e. V. 😍😍😍 15:16,"deutscher, frisbeesportverband, e, v",Neutral
VW Bug == Iconic mass market,"vw, bug, iconic, mass, market",Neutral
So today I learned that MKBHD has a child called Porsche 911.,"today, learned, mkbhd, child, called, porsche",Neutral
Most mass produced iconic cars didn’t cost 100k and have plastic interior so…,"mass, produced, iconic, car, cost, k, plastic, interior, so",Neutral
use dbrand skin to remove the fingerprint,"use, dbrand, skin, remove, fingerprint",Neutral
Do a cameo with throttle house,"cameo, throttle, house",Neutral
"Is it me or a la holl segment of this video is juste a copy past from Engineering Explain ? 
[Update] he mentionne it at the end of the segment","la, holl, segment, video, juste, copy, past, engineering, explain, update, mentionne, end, segment",Neutral
4:50   a lexus already came out with steer by wire last year,"lexus, already, came, steer, wire, last, year",Neutral
Did he ever get to the price-tag...?,"ever, get, pricetag",Neutral
Can you talk about the Mi Su7,"talk, mi, su",Neutral
That intro>>>🥵🔥,intro,Neutral
Tesla - maximizing minimalism 😊,"tesla, maximizing, minimalism",Neutral
04:51 AFAIK first production car without steering colum was Infiniti Q50. 2013. Yikes!,"afaik, first, production, car, without, steering, colum, infiniti, q, yikes",Neutral
Child Hit and Run-inator,"child, hit, runinator",Neutral
That intro was dope,"intro, dope",Neutral
Its iconic in the same way Homer Simpsons car is,"iconic, way, homer, simpson, car",Neutral
How does someone reconcile the labor practices and environmental impact of battery sourcing?,"someone, reconcile, labor, practice, environmental, impact, battery, sourcing",Neutral
millions of people?,"million, people",Neutral
Lexus rz has similar steering,"lexus, rz, similar, steering",Neutral
4:49 doesn't lexus try it earlier?,"doesnt, lexus, try, earlier",Neutral
Lexus has steer by wire.,"lexus, steer, wire",Neutral
What a video mehn. Daaaaaaaaaaaaaaaaaaaaamn 🔥,"video, mehn, daaaaaaaaaaaaaaaaaaaaamn",Neutral
Tighten bolts is a technology that USA still need to work on huh?? 🤪,"tighten, bolt, technology, usa, still, need, work, huh",Neutral
“My Child “ 😂,child,Neutral
"It's trash. As iconic as the Zune. If you feel this monstrosity will fill a gap in your life, you need to work on yourself.","trash, iconic, zune, feel, monstrosity, fill, gap, life, need, work",Neutral
W  intro!!!!,"w, intro",Neutral
"The title should be: ""The Tesla Cyber truck review: Already rusted""","title, tesla, cyber, truck, review, already, rusted",Neutral
50k,k,Neutral
Is this video sponsored by Tesla??,"video, sponsored, tesla",Neutral
People would be looking at you the same way if you were driving a tiny clown car with balloons.,"people, would, looking, way, driving, tiny, clown, car, balloon",Neutral
"If you got 10.995 for the quarter of a mile, how are they quoting <11s in the video? 

Is that designed to make you think it's sub 11 *whilst towing*?","got, quarter, mile, quoting, video, designed, make, think, sub, whilst, towing",Neutral
Stainless Steel Gets RUST PIMPLES than actually Rusting .,"stainless, steel, get, rust, pimple, actually, rusting",Neutral
"Everybody commenting about mass-produced iconic things isn’t getting what he’s trying to say. He’s talking about something starting off being iconic, not something that became iconic through mass production and widespread adoption after its release.","everybody, commenting, massproduced, iconic, thing, getting, trying, say, talking, something, starting, iconic, something, became, iconic, mass, production, widespread, adoption, release",Neutral
how many cybertruck videos can you make?,"many, cybertruck, video, make",Neutral
"PT Cruiser or Veyron are still cars. Cybertruck is not a truck or device, it's a statement.","pt, cruiser, veyron, still, car, cybertruck, truck, device, statement",Neutral
Iconic and oxidising,"iconic, oxidising",Neutral
"Head turns in 7M Lamborghini ❎
Head turns in Cyber truck ✅","head, turn, lamborghini, head, turn, cyber, truck",Neutral
A highly useless car that is by no means environmentally friendly.,"highly, useless, car, mean, environmentally, friendly",Neutral
Robocop on the move,"robocop, move",Neutral
Landrover is the only brand that will properly off road with every model.,"landrover, brand, properly, road, every, model",Neutral
how is drift on cyber truck ?,"drift, cyber, truck",Neutral
"0:57 Is that supposed to say ""Cybertruck""? 🤔","supposed, say, cybertruck",Neutral
Should get another one and keep it on ice for 20-30 years.,"get, another, one, keep, ice, year",Neutral
cybertruck  is still on its first version eventually it will get fast not only quick,"cybertruck, still, first, version, eventually, get, fast, quick",Neutral
"The BMW i8 is most iconic, can you do a review on that car??","bmw, iconic, review, car",Neutral
"6:48 the way he gave up after the first hit😭

But to me the steel isn't overrated because that's one of it's main selling points","way, gave, first, hit, steel, isnt, overrated, thats, one, main, selling, point",Neutral
"It's not iconic, it's a prototype that made it to production without refinement.","iconic, prototype, made, production, without, refinement",Neutral
CT1 ??,ct,Neutral
Is this a Tesla mouthpiece ?,"tesla, mouthpiece",Neutral
Need a cross country drive video comparing both Tesla and Rivian when you go to attend  the next apple event.,"need, cross, country, drive, video, comparing, tesla, rivian, go, attend, next, apple, event",Neutral
My child 😂,child,Neutral
14:53 That sound..Jheeez!,soundjheeez,Neutral
The production on this video 🔥 my hat off to you guys,"production, video, hat, guy",Neutral
It is iconic.,iconic,Neutral
@4:54 there's also a Lexus that have steer by wire I believe,"there, also, lexus, steer, wire, believe",Neutral
People who don't know who MKBHD is would probably don't know what the cybertruck is.,"people, dont, know, mkbhd, would, probably, dont, know, cybertruck",Neutral
imagine dbrand for it 🥸,"imagine, dbrand",Neutral
It runs on batteries and goes bust if it gets wet. Of course it isn’t.,"run, battery, go, bust, get, wet, course",Neutral
"Spoiler: regrettably its still a Tesla
And also looks as good as a PT cruiser😂😂","spoiler, regrettably, still, tesla, also, look, good, pt, cruiser",Neutral
Buy a van,"buy, van",Neutral
It is just a hunk of junk.,"hunk, junk",Neutral
Thumbs up for the german national frisbee team 😂,"thumb, german, national, frisbee, team",Neutral
Why do you keep pushing this thing on us,"keep, pushing, thing, u",Neutral
Cyber truck is so different that this isn’t a auto focus video 🤣,"cyber, truck, different, auto, focus, video",Neutral
"The Intro, so dope!!","intro, dope",Neutral
"I wonder if you drive 80km/h and moose jumps in front of car, are you hitting with ""smooth"" steering or what?","wonder, drive, kmh, moose, jump, front, car, hitting, smooth, steering",Neutral
My child 😮 17:10 🥲 those who know,"child, know",Neutral
Dope Intro 🔥,"dope, intro",Neutral
NA Miata's are iconic and they were mass produced. Same with Classic Mini Coopers and VW Beetles.,"na, miatas, iconic, mass, produced, classic, mini, cooper, vw, beetle",Neutral
Was kinda expecting a continuity break when the hoodie went up but it's actually when it came down,"kinda, expecting, continuity, break, hoodie, went, actually, came",Neutral
They need to be fully autonomous... what the heck happened to updates on that :/,"need, fully, autonomous, heck, happened, update",Neutral
the topspeed of the Cybertruck shoud be 130mph,"topspeed, cybertruck, shoud, mph",Neutral
Isn't Nissan do steer by wire few years ago? Lexus did too before the Cybertruck.,"isnt, nissan, steer, wire, year, ago, lexus, cybertruck",Neutral
I would wrap it,"would, wrap",Neutral
