Comment,cleaned_comment,Sentiment
Somethings tells me that the F150 will have this steering in a few years loool,"somethings, tell, f, steering, year, loool",Positive
"I’d love to get one, but I could never afford that. I’d love one though, looks amazing","love, get, one, could, never, afford, love, one, though, look, amazing",Positive
Any car design that has both positive and negative views regarding design is a plus. Making everyone happy is not the way to make anything iconic,"car, design, positive, negative, view, regarding, design, plus, making, everyone, happy, way, make, anything, iconic",Positive
"Great! If you get into an accident, the other person dies","great, get, accident, person, dy",Positive
"Cybertruck is such ""a piece of tech"" it's fully reviewed in mkbhd instead of autofocus..","cybertruck, piece, tech, fully, reviewed, mkbhd, instead, autofocus",Positive
"I love how 1. He completely ignored how unsafe this thing is for both the driver and any pedestrians in the event of an accident 2. He gives a free pass to them for production issues for $100,000 product and 3. He has the audacity to look at the design choices in the same vein as the Lamborghini Countach and call it iconic. 

This sounds like an ad","love, completely, ignored, unsafe, thing, driver, pedestrian, event, accident, give, free, pas, production, issue, product, audacity, look, design, choice, vein, lamborghini, countach, call, iconic, sound, like, ad",Positive
"The part you talked about how when there will be more of these trucks produced people will probably be less excited when seeing one, it’s the same here in Israel. When Tesla started shipping cars here I was pretty excited every time I saw one but now it’s just normal.","part, talked, truck, produced, people, probably, le, excited, seeing, one, israel, tesla, started, shipping, car, pretty, excited, every, time, saw, one, normal",Positive
so when is it going matte black,"going, matte, black",Positive
Comment if you could have just rented a Uhaul instead of buying a pickup.,"comment, could, rented, uhaul, instead, buying, pickup",Positive
I think this design pattern will eventually make it into the mainstream.,"think, design, pattern, eventually, make, mainstream",Positive
"""Stronger than regular glass"" 💀","stronger, regular, glass",Positive
PT Cruiser and the SSR are unique cars that will always stay in my mind. The PT Cruiser cuz it was a car out of the 70s but today,"pt, cruiser, ssr, unique, car, always, stay, mind, pt, cruiser, cuz, car, today",Positive
"It is really frustrating to see that Tesla is judged with another standard. You bought a 60k production-ready car, not a beta tested car. 

And where is the safety side of the review? That thing is not safe to ride for anyone, not the driver, not the others drivers.","really, frustrating, see, tesla, judged, another, standard, bought, k, productionready, car, beta, tested, car, safety, side, review, thing, safe, ride, anyone, driver, others, driver",Positive
Great review,"great, review",Positive
9:10 VERY RARE Elon Musk W. Wow. Exotic even,"rare, elon, musk, w, wow, exotic, even",Positive
"Just remember: 


It'll never be enough.","remember, itll, never, enough",Positive
Is this a re-upload of the same video from your autofocus channel?,"reupload, video, autofocus, channel",Positive
"It's polarizing but my initial thoughts were it was a joke and it is hideous.  As I see it more and more out and about it reconfirms my initial thoughts.  The funny part is that 99% of the purchasers probably have no need whatsoever for a ""truck"".  As for people's behavior that's a direct result of its current rarity, but as they see it more and more that will change.","polarizing, initial, thought, joke, hideous, see, reconfirms, initial, thought, funny, part, purchaser, probably, need, whatsoever, truck, people, behavior, thats, direct, result, current, rarity, see, change",Positive
Marques should also become a car reviewer 💯🔥,"marque, also, become, car, reviewer",Positive
Great video!  Always like hearing your take on the new autos,"great, video, always, like, hearing, take, new, auto",Positive
Seeing Marques race for the first time is legendary.,"seeing, marque, race, first, time, legendary",Positive
"The iconic thing depends on how much ppl fall in love with the looks of the car.
Impala, Mustang, etc are all production cars with millions made and everyone would still jump at the opportunity to buy one if they can afford it","iconic, thing, depends, much, ppl, fall, love, look, car, impala, mustang, etc, production, car, million, made, everyone, would, still, jump, opportunity, buy, one, afford",Positive
You trucks for those times you need them ... even if it's once a year ... that's enough to justify it ... I only use the tray a few times a year ... and the towbar 1 or 2 times .. and I'd never go back to a sedan again !,"truck, time, need, even, year, thats, enough, justify, use, tray, time, year, towbar, time, id, never, go, back, sedan",Positive
Reminder: iconic doesn't automatically mean the object is good or great,"reminder, iconic, doesnt, automatically, mean, object, good, great",Positive
Bro's intro is getting really good day by day👽❤️,"bros, intro, getting, really, good, day, day",Positive
"I am leaving this comment here so that after some hours, days, weeks, months or years when someone likes or comment on it, I will be reminded to watch this video again","leaving, comment, hour, day, week, month, year, someone, like, comment, reminded, watch, video",Positive
... and it costs a FORTUNE to repair ... and so the INSURANCE IS ASTONOMICAL !,"cost, fortune, repair, insurance, astonomical",Positive
"12:03 ""They know , WE know it sucks at towing"" but their marketing was showing the CyberTruck be great at towing???","know, know, suck, towing, marketing, showing, cybertruck, great, towing",Positive
Is it me or does he sound like he’s trying SUPER hard to make this sound good. A bit cringe at times,"sound, like, trying, super, hard, make, sound, good, bit, cringe, time",Positive
once i was moving a Lamborghini Diablo GT from a place to another (i was was a car salesman) than i parked on the road to go buy a water bottle. after one second i hear a BOOOM  so i get out immediately and on the other side of the road a guy with a bmw crashed on the car ahead because he was watching the  Diablo so i perfectly understand the reactions,"moving, lamborghini, diablo, gt, place, another, car, salesman, parked, road, go, buy, water, bottle, one, second, hear, booom, get, immediately, side, road, guy, bmw, crashed, car, ahead, watching, diablo, perfectly, understand, reaction",Positive
Loved this review.,"loved, review",Positive
Love all your videos and this one was no exception. Keep up the great work sir!!,"love, video, one, exception, keep, great, work, sir",Positive
So .. ANOTHER Tesla lacking any design talent,"another, tesla, lacking, design, talent",Positive
"To my understanding, the classification of iconic follows many years later.

Makes you wonder sometimes what is going on in USA. Seeing a certain car is like peak excitement in their lifetimes? And this is a mass produced vehicle. And then almost half a video focusing on such temporary reactions

What i don't understand, is how is this allowed to be street legal in USA. Unlucky driver or pedestrian who is in crash with a tank. What if two cyber trucks crash with each other and both don't break apart to absorb the energy? Are we going back to the middle ages of cars?","understanding, classification, iconic, follows, many, year, later, make, wonder, sometimes, going, usa, seeing, certain, car, like, peak, excitement, lifetime, mass, produced, vehicle, almost, half, video, focusing, temporary, reaction, dont, understand, allowed, street, legal, usa, unlucky, driver, pedestrian, crash, tank, two, cyber, truck, crash, dont, break, apart, absorb, energy, going, back, middle, age, car",Positive
"Having only seen it in pictures i think it looks cool, very unique.","seen, picture, think, look, cool, unique",Positive
"A cyclist was an asshole to you? Who would have thunk? Great video as always. Love you, love Elon, but that drag race commercial straight up LIED. So intensely lame that they did that, super unnecessary too. Glad to see you went the _extra mile_ to call them out on it.","cyclist, asshole, would, thunk, great, video, always, love, love, elon, drag, race, commercial, straight, lied, intensely, lame, super, unnecessary, glad, see, went, extra, mile, call",Positive
Maybe they just filming You,"maybe, filming",Positive
"The production, shots, everything is leveled up on this video! Amazing work everyone","production, shot, everything, leveled, video, amazing, work, everyone",Positive
"Appreciating the German Frisbee Shirt, Marques!","appreciating, german, frisbee, shirt, marque",Positive
Great Shirt while standing near the whiteboard! Greetings from Germany!!!,"great, shirt, standing, near, whiteboard, greeting, germany",Positive
"Imagine somebody hack your car, lock the doors and drive you into a river.","imagine, somebody, hack, car, lock, door, drive, river",Positive
"As a concept vehicle it’s definitely iconic but I think it should have stayed in concept. Anywhere with pedestrian safety regulations this will be driven out of town and with EuroNCAP introducing infotainment safety standards (trying to eliminate screens where possible) this has 0 chance outside of its home market. Essentially it’s an iconic failure, much like the Delorean","concept, vehicle, definitely, iconic, think, stayed, concept, anywhere, pedestrian, safety, regulation, driven, town, euroncap, introducing, infotainment, safety, standard, trying, eliminate, screen, possible, chance, outside, home, market, essentially, iconic, failure, much, like, delorean",Positive
19:45 I see it 👀,see,Positive
"The cybertruck towing the 911 also had camera angle trickery to even get it to win the 1/8 mile. The cybertruck is way ahead of the 911 at the start about double the distance it wins with at the 1/8 mile, but cos of the camera angle and tracking it looks like they're both at the starting line. That's why you don't get any top view from the race like with your video. Elon making shit up as usual and needing a whole lot of fuckery to get it to look like it works. Classic conman tactics","cybertruck, towing, also, camera, angle, trickery, even, get, win, mile, cybertruck, way, ahead, start, double, distance, win, mile, co, camera, angle, tracking, look, like, theyre, starting, line, thats, dont, get, top, view, race, like, video, elon, making, shit, usual, needing, whole, lot, fuckery, get, look, like, work, classic, conman, tactic",Positive
I'm SO glad the cybertruck isn't coming to Australia. I'll stick to my Toyota HiLux thank you very much.,"im, glad, cybertruck, isnt, coming, australia, ill, stick, toyota, hilux, thank, much",Positive
Wow! I’m just amazed by the production quality of this video! You guys outdid yourselves this time!,"wow, amazed, production, quality, video, guy, outdid, time",Positive
lmao that one shot at the drive through was hilarious,"lmao, one, shot, drive, hilarious",Positive
Feel like I've had that intro in his videos before😅,"feel, like, ive, intro, video, before",Positive
VW beetle. Leyland Mini,"vw, beetle, leyland, mini",Positive
All Porsche fans including me were offended 😂,"porsche, fan, including, offended",Positive
Iconic or Ionic? 🤔🙄✨,"iconic, ionic",Positive
“My child”😂,child,Positive
This is just the ultimate manhood compensator of all time,"ultimate, manhood, compensator, time",Positive
"The reaction that the cybertruck got from people on the street is what Mustang, Charger, and Challenger drivers imagine they get.","reaction, cybertruck, got, people, street, mustang, charger, challenger, driver, imagine, get",Positive
I think they r watching u rather than cybertruck,"think, r, watching, u, rather, cybertruck",Positive
Driving an Ioniq 5 - definitely feels ICONIC 😊,"driving, ioniq, definitely, feel, iconic",Positive
"Admit it, They pay you for good review on this.","admit, pay, good, review",Positive
That biker was a Liberal 100% 😂,"biker, liberal",Positive
Infamous?,infamous,Positive
Brainy ppl would choose Ford over tesla,"brainy, ppl, would, choose, ford, tesla",Positive
Excelent approach!,"excelent, approach",Positive
"Lexus is the first one to add steer by wire, I guess.","lexus, first, one, add, steer, wire, guess",Positive
Nothing can beat FORD,"nothing, beat, ford",Positive
"It would look better in black.
Also I saw many militarily versions in renderings.. they look really dope","would, look, better, black, also, saw, many, militarily, version, rendering, look, really, dope",Positive
"i hate elon must, but it's actually my taste. I've liked it since day one despite people around me thinking it's weird. For me it's not the kind of design that takes time to get used to like the apple bt earphones.","hate, elon, must, actually, taste, ive, liked, since, day, one, despite, people, around, thinking, weird, kind, design, take, time, get, used, like, apple, bt, earphone",Positive
Love to have one,"love, one",Positive
How is this deathtrap even allowed on the road?,"deathtrap, even, allowed, road",Positive
"Now, this comment does come from a place that does not own any Tesla, but what you describe as ""minimalism"" just  sounds like Tesla cutting corners","comment, come, place, tesla, describe, minimalism, sound, like, tesla, cutting, corner",Positive
This video does not feel like a review,"video, feel, like, review",Positive
The cybertruck looks amazing but the matte black everything guy should've figured out how to make it look perfect,"cybertruck, look, amazing, matte, black, everything, guy, shouldve, figured, make, look, perfect",Positive
Already iconic or already rusty?,"already, iconic, already, rusty",Positive
They  forgot  to put a roof on it,"forgot, put, roof",Positive
"Marques I love ya ,,i m sure we all love ya, 

my humble opinion,, when it comes to Car's. EV or not EV, sedan, or SUV, coupe or sports back or a freakin hatchback, please, when it comes to cars, leave it to or no Tech, please please please leave it Doug","marque, love, ya, sure, love, ya, humble, opinion, come, car, ev, ev, sedan, suv, coupe, sport, back, freakin, hatchback, please, come, car, leave, tech, please, please, please, leave, doug",Positive
Stop reviewing cars lol,"stop, reviewing, car, lol",Positive
Absolutely excellent review and discussion. The drag racing video with the cyber truck preparing to punch it gave me goosebumps,"absolutely, excellent, review, discussion, drag, racing, video, cyber, truck, preparing, punch, gave, goosebump",Positive
I like it's simplistic look. This is what i'd imagine far future cars to look like anyway.,"like, simplistic, look, id, imagine, far, future, car, look, like, anyway",Positive
"Guys, get over it. Cyber truck is a success.
Elon :1
Woke liberals :0","guy, get, cyber, truck, success, elon, woke, liberal",Positive
The choice to go matt black on the porche was biblical 😩,"choice, go, matt, black, porche, biblical",Positive
Are you working on a pixel 8 review?,"working, pixel, review",Positive
Cybertruck launching before GTA VI. Guess there's still glory left in this world.,"cybertruck, launching, gta, vi, guess, there, still, glory, left, world",Positive
"Allot of work went into this video, thank you guys!","allot, work, went, video, thank, guy",Positive
Great Video i love the look of the cybertruck and which Apple Watch Ultra Band are you wearing?,"great, video, love, look, cybertruck, apple, watch, ultra, band, wearing",Positive
The finger chopping bonnet is underrated!,"finger, chopping, bonnet, underrated",Positive
I loved the design the moment I saw it years ago.,"loved, design, moment, saw, year, ago",Positive
"imagine if Apple said ‘oh yeah the first few weeks of making an iphone, the screen might stick out or call off, that’s just how it is until we learn how it works’.","imagine, apple, said, oh, yeah, first, week, making, iphone, screen, might, stick, call, learn, work",Positive
i like this critical marques! keep on!!,"like, critical, marque, keep",Positive
PT Cruiser Prowler is really iconic,"pt, cruiser, prowler, really, iconic",Positive
"It would be great to see this car on Indian roads, Its only competition would be trucks.😶‍🌫","would, great, see, car, indian, road, competition, would, trucks",Positive
Lexus did steer by wire before tesla,"lexus, steer, wire, tesla",Positive
Dope video,"dope, video",Positive
"Can't wait! Wish I knew when I would get mine! Like a live month/year estimate on the Tesla website! Even if it says 3 years 2 months, the anticipation would be exciting to me personally! Great update video!","cant, wait, wish, knew, would, get, mine, like, live, monthyear, estimate, tesla, website, even, say, year, month, anticipation, would, exciting, personally, great, update, video",Positive
This just sounds like an ad,"sound, like, ad",Positive
26:43 PT cruiser cool factor is likely to happen. And if these are stainless steel durable you will see these looooong time 😅,"pt, cruiser, cool, factor, likely, happen, stainless, steel, durable, see, looooong, time",Positive
Deutscher Frisbeesport-Verband e. V. 😍😍😍 15:16,"deutscher, frisbeesportverband, e, v",Positive
VW Bug == Iconic mass market,"vw, bug, iconic, mass, market",Positive
So today I learned that MKBHD has a child called Porsche 911.,"today, learned, mkbhd, child, called, porsche",Positive
Gonna be honest this sounds more like an Ad for the cybertruck instead of review,"gon, na, honest, sound, like, ad, cybertruck, instead, review",Positive
God the intro!!!!!!!!!!!!!!!!!!!!❤,"god, intro",Positive
Most mass produced iconic cars didn’t cost 100k and have plastic interior so…,"mass, produced, iconic, car, cost, k, plastic, interior, so",Positive
"I’d rather have even the entry level 911. I get that this truck is divisive and beauty is subjective, but I’ll never warm to way this thing looks. Clever marketing campaign from Tesla imo, it keeps the brand in the spotlight. It does seem impressive from an innovation perspective, but there are certain trends in Teslas that make me less likely to buy one in the future, especially the steering yoke, and swapping indicator/blinker stalks for buttons. Nope, not interested! In changing something i’ve been used to for 25 years of driving. I guess that makes me a boomer, but I am who I am.","rather, even, entry, level, get, truck, divisive, beauty, subjective, never, warm, way, thing, look, clever, marketing, campaign, tesla, imo, keep, brand, spotlight, seem, impressive, innovation, perspective, certain, trend, tesla, make, le, likely, buy, one, future, especially, steering, yoke, swapping, indicatorblinker, stalk, button, nope, interested, changing, something, used, year, driving, guess, make, boomer",Positive
Wait Marques :D Why you wear a shirt from a german frisbee sport association? :D I was like. Huh isn´t that our flag?!,"wait, marque, wear, shirt, german, frisbee, sport, association, like, huh, isn, t, flag",Positive
Love the german frisbee jersey :D cheers from Stuttgart!,"love, german, frisbee, jersey, cheer, stuttgart",Positive
Will you make a video on the Xiaomi SU7 ? I would love to see a video about the Xiaomi car,"make, video, xiaomi, su, would, love, see, video, xiaomi, car",Positive
There's no doubt that if you want to be the coolest dude on the road right now drive this. Or maybe a Dukes of Hazard replica Charger or Knight Rider Kitt car but this if you want to be cool and show that you're cashed up.,"there, doubt, want, coolest, dude, road, right, drive, maybe, duke, hazard, replica, charger, knight, rider, kitt, car, want, cool, show, youre, cashed",Positive
"here are numerous ""iconic"" popular cars: Volkswagen Typ 1 “Beetle,” VW Typ 2 “Bus,” Citroën 2CV, Citroën DS, Citroën Traction Avant, Ford Model T, Ford Sierra, BMC Austin/Morris Mini, Austin Seven, Fiat 500 “Topolin","numerous, iconic, popular, car, volkswagen, typ, beetle, vw, typ, bus, citro, n, cv, citro, n, d, citro, n, traction, avant, ford, model, ford, sierra, bmc, austinmorris, mini, austin, seven, fiat, topolin",Positive
Tesla doesn't give a fuck if this truck is a success or not. They've got people talking about it. This is just a marketing stunt.,"tesla, doesnt, give, fuck, truck, success, theyve, got, people, talking, marketing, stunt",Positive
"thanks again, Marques, for showing that you literally have no clue about cars","thanks, marque, showing, literally, clue, car",Positive
I’d been following MKBHD for years. And this is one of the best videos I seen.  Hands down 10/10,"following, mkbhd, year, one, best, video, seen, hand",Positive
use dbrand skin to remove the fingerprint,"use, dbrand, skin, remove, fingerprint",Positive
"As a European this kind of car astonishes me. Bulletproof?? Huge truck capable of accelerating faster than a sports car? Very fast steering? This looks so dangerous, and unnecessary. Now I'm not saying all Americans would drive this and all Europeans drive small cars, but the cultural difference is kind of a shock - it's the most over the top, ridiculous and dangerous truck I've ever seen.","european, kind, car, astonishes, bulletproof, huge, truck, capable, accelerating, faster, sport, car, fast, steering, look, dangerous, unnecessary, im, saying, american, would, drive, european, drive, small, car, cultural, difference, kind, shock, top, ridiculous, dangerous, truck, ive, ever, seen",Positive
"13:07 great cap ""MILLIONS"" haha, what a shill","great, cap, million, haha, shill",Positive
Volkswagen Beetle is probably the most iconic car of all time… and yet remains loved.,"volkswagen, beetle, probably, iconic, car, time, yet, remains, loved",Positive
"@16:50 60, 330, 660, 1000, 1320...imperial units are hilarious","imperial, unit, hilarious",Positive
Lets pray this tank will never make it to Europe 🙏,"let, pray, tank, never, make, europe",Positive
19:44 You are damn correct. Cars should have had 48V or at least 24V (like big trucks) system like decades ago. Old car manufacturers stick to the old.,"damn, correct, car, v, least, v, like, big, truck, system, like, decade, ago, old, car, manufacturer, stick, old",Positive
NOBODY hypes you up for video with a intro like Marques!,"nobody, hype, video, intro, like, marque",Positive
15:30 - nice shirt 😀👍.  Cheers from Germany 😊,"nice, shirt, cheer, germany",Positive
Do a cameo with throttle house,"cameo, throttle, house",Positive
"The aerial shot was the best thing in a drag race, thank you 🙏","aerial, shot, best, thing, drag, race, thank",Positive
happy to see miles on the channel,"happy, see, mile, channel",Positive
"And another video of praising the Cyber truck and forgetting ALL flaws. 
Unlike other car brands Marques LOVES to praise Tesla. He does own some shares I suspect","another, video, praising, cyber, truck, forgetting, flaw, unlike, car, brand, marque, love, praise, tesla, share, suspect",Positive
"Brah here in SA a lot of people don't know about it, but contrary to popular belief there, they think its aesthetically pleasing","brah, sa, lot, people, dont, know, contrary, popular, belief, think, aesthetically, pleasing",Positive
"Great video! Not just the conent (which is excellent as usual) but the way that you guys structured the story telling and theme of the what was being shown. This really stood out to me, so I had to comment on it. And you got me thinking about the ""iconic""  nature of this vehicle and the first thing I thought of was the Herman Miller Aeron chair; a mass-produced product that has iconic design that stands out for its simplicity and has also stood the test of time. Thanks for making this.","great, video, conent, excellent, usual, way, guy, structured, story, telling, theme, shown, really, stood, comment, got, thinking, iconic, nature, vehicle, first, thing, thought, herman, miller, aeron, chair, massproduced, product, iconic, design, stand, simplicity, also, stood, test, time, thanks, making",Positive
"tesla isnt meant to be the norm, thats what i personaly like about there cars. currently own a m3LR and smarter car there isnt. that being said, i rather have that 911 :P","tesla, isnt, meant, norm, thats, personaly, like, car, currently, mlr, smarter, car, isnt, said, rather, p",Positive
"Is it me or a la holl segment of this video is juste a copy past from Engineering Explain ? 
[Update] he mentionne it at the end of the segment","la, holl, segment, video, juste, copy, past, engineering, explain, update, mentionne, end, segment",Positive
4:50   a lexus already came out with steer by wire last year,"lexus, already, came, steer, wire, last, year",Positive
"There was a Cybertruck at The W in Westwood. Small Gaps..and BIG GAPS. It would be Cool to have a Cybertruck for about a Week..My Colors..Black with Red Leather Interior. I Know! Way More Funds since it is Cybertruck.  But outside sources are lining up to take More Money from you ..For YOU to have THE ICONIC CYBERTRUCK..

But the Most Beautiful Car ever Built was and still is..1954 Mercedes Benz 300 SL. First Production Car to have Direct Fuel Injectiion.  And Only 1,400 were Built and today that $7,000 in 1954 is worth a Couple Million. Or More.","cybertruck, w, westwood, small, gapsand, big, gap, would, cool, cybertruck, weekmy, colorsblack, red, leather, interior, know, way, fund, since, cybertruck, outside, source, lining, take, money, iconic, cybertruck, beautiful, car, ever, built, still, mercedes, benz, sl, first, production, car, direct, fuel, injectiion, built, today, worth, couple, million",Positive
"Sharp edges and corners, where is the functional safety?","sharp, edge, corner, functional, safety",Positive
Did he ever get to the price-tag...?,"ever, get, pricetag",Positive
Can you talk about the Mi Su7,"talk, mi, su",Positive
"Noooooo! Marquess you did not just bait us with previously talking about F1, then setting up a cybertruck vs a 911 race - only to just drive it in a straight line????","noooooo, marquess, bait, u, previously, talking, f, setting, cybertruck, v, race, drive, straight, line",Positive
If only it didn't look like it failed to LOD properly,"didnt, look, like, failed, lod, properly",Positive
That intro>>>🥵🔥,intro,Positive
"The issue is the competition is closing the gap fast, this is not ionic, I do not think you will see this in Europe as I do not think it will pass safety standards, which includes the safety of pedestrians who you might hit! - quick and fast - yes speed of light, but round a track 😂","issue, competition, closing, gap, fast, ionic, think, see, europe, think, pas, safety, standard, includes, safety, pedestrian, might, hit, quick, fast, yes, speed, light, round, track",Positive
7:49 It is not actually stamping. It is more like folding.,"actually, stamping, like, folding",Positive
Tesla - maximizing minimalism 😊,"tesla, maximizing, minimalism",Positive
04:51 AFAIK first production car without steering colum was Infiniti Q50. 2013. Yikes!,"afaik, first, production, car, without, steering, colum, infiniti, q, yikes",Positive
Child Hit and Run-inator,"child, hit, runinator",Positive
"My take is the Cybertruck is for people with a lot of money to waste. Good for them, though if i won the lottery, it’s definitely not in my shopping list. And i absolutely love tech, but no Apple carplay alone is a big disappointment without adding all the other issues. The low poly design, again not attractive to me, give me smooth soft curves.","take, cybertruck, people, lot, money, waste, good, though, lottery, definitely, shopping, list, absolutely, love, tech, apple, carplay, alone, big, disappointment, without, adding, issue, low, poly, design, attractive, give, smooth, soft, curve",Positive
That intro was dope,"intro, dope",Positive
"does being iconic actually means that it is a good product/car/truck?

Delorean (ironacally the only other stainless steel car ever produced) is without a doubt iconic, but ask anyone who owned it if it is a good car...","iconic, actually, mean, good, productcartruck, delorean, ironacally, stainless, steel, car, ever, produced, without, doubt, iconic, ask, anyone, owned, good, car",Positive
Its iconic in the same way Homer Simpsons car is,"iconic, way, homer, simpson, car",Positive
"Been hearing that the heavier weight of electric vehicles like this causes rapid tire wear. Not sure what the math is if there's a notable difference on how much more it would cost you in tires over the lifetime of the vehicle. Probably negligible but I'd imagine tires for the Cyber truck are highly priced. 
  Cool truck though, I'd have one. That said, I think hydrogen is gonna over take electric cars real soon, Toyota is making massive strides with hydrogen and we are talking 800+ miles to a tank full.","hearing, heavier, weight, electric, vehicle, like, cause, rapid, tire, wear, sure, math, there, notable, difference, much, would, cost, tire, lifetime, vehicle, probably, negligible, id, imagine, tire, cyber, truck, highly, priced, cool, truck, though, id, one, said, think, hydrogen, gon, na, take, electric, car, real, soon, toyota, making, massive, stride, hydrogen, talking, mile, tank, full",Positive
How does someone reconcile the labor practices and environmental impact of battery sourcing?,"someone, reconcile, labor, practice, environmental, impact, battery, sourcing",Positive
It's what you get when someone with asymmetrical intelligence designs a Truck. Genius engineering styled by a twelve year old.,"get, someone, asymmetrical, intelligence, design, truck, genius, engineering, styled, twelve, year, old",Positive
Rabbit r1 review please,"rabbit, r, review, please",Positive
millions of people?,"million, people",Positive
Lexus rz has similar steering,"lexus, rz, similar, steering",Positive
"It looks like a high tech, stainless steel trash can. Highly overpowered garbage truck","look, like, high, tech, stainless, steel, trash, highly, overpowered, garbage, truck",Positive
"Yes, Tesla knew what the buyers of the Cybertruck prioritized: people looking at them. 🙄","yes, tesla, knew, buyer, cybertruck, prioritized, people, looking",Positive
4:49 doesn't lexus try it earlier?,"doesnt, lexus, try, earlier",Positive
Lexus has steer by wire.,"lexus, steer, wire",Positive
What a video mehn. Daaaaaaaaaaaaaaaaaaaaamn 🔥,"video, mehn, daaaaaaaaaaaaaaaaaaaaamn",Positive
Tighten bolts is a technology that USA still need to work on huh?? 🤪,"tighten, bolt, technology, usa, still, need, work, huh",Positive
“My Child “ 😂,child,Positive
"I feel like his cameras r so good, it makes the cybertruck look even more cool","feel, like, camera, r, good, make, cybertruck, look, even, cool",Positive
the cybertruck is an awesome truck. in theory.,"cybertruck, awesome, truck, theory",Positive
"you only get ""icon"" status if you do it for years and represent a lifestyle or something special... at the moment it's just a hyped car with some obvious flaws...","get, icon, status, year, represent, lifestyle, something, special, moment, hyped, car, obvious, flaw",Positive
The cybertruck is dope but I think a review on the canoo pick up truck will be useful,"cybertruck, dope, think, review, canoo, pick, truck, useful",Positive
"The cybertruck is a true reflection of the dissonance we are in with a dystopian yet advanced future. It’s a stonehead’s fleeting idea, regurgitated after a sci-fi movie marathon.","cybertruck, true, reflection, dissonance, dystopian, yet, advanced, future, stonehead, fleeting, idea, regurgitated, scifi, movie, marathon",Positive
"It's trash. As iconic as the Zune. If you feel this monstrosity will fill a gap in your life, you need to work on yourself.","trash, iconic, zune, feel, monstrosity, fill, gap, life, need, work",Positive
W  intro!!!!,"w, intro",Positive
"The title should be: ""The Tesla Cyber truck review: Already rusted""","title, tesla, cyber, truck, review, already, rusted",Positive
Brilliant videography as always!!,"brilliant, videography, always",Positive
"Well  Marques, i  believe  this video is one of  the best  you  ever  made,  both  in  the storytelling but as well the  picture ! congratulation  to you and the team.","well, marque, believe, video, one, best, ever, made, storytelling, well, picture, congratulation, team",Positive
"One significant thing you fail to mention... buying this truck is supporting Elon Musk.

I know a few people that, no matter how much they like Tesla cars, won't buy one out of principal.","one, significant, thing, fail, mention, buying, truck, supporting, elon, musk, know, people, matter, much, like, tesla, car, wont, buy, one, principal",Positive
"Mini cooper, iconic but also very popular! :D","mini, cooper, iconic, also, popular",Positive
50k,k,Positive
"I think the Truck looks interesting and feels like a cool product to get as more of a collectible, a second or third car for wealthy people. But as a daily driver for the masses? It’s just not a safe or sane vehicle - especially for everyone outside the car.. (tbf this applies to basically all trucks, the Cybertruck just is a little bit more insane, because of weird material and design choices..)","think, truck, look, interesting, feel, like, cool, product, get, collectible, second, third, car, wealthy, people, daily, driver, mass, safe, sane, vehicle, especially, everyone, outside, car, tbf, applies, basically, truck, cybertruck, little, bit, insane, weird, material, design, choice",Positive
"Excellent👌 Highs, Lows, Info and Jokes. I can honestly say I was entertained and well informed. More? Yes please ❤","excellent, high, low, info, joke, honestly, say, entertained, well, informed, yes, please",Positive
Is this video sponsored by Tesla??,"video, sponsored, tesla",Positive
"The original Mini was Iconic.

Remember the Deloreon?

Not many videos on the Apple Vision now, is the hype over? 🤔","original, mini, iconic, remember, deloreon, many, video, apple, vision, hype",Positive
Please review Xiaomi SU7,"please, review, xiaomi, su",Positive
Im pretty sure not many people can afford a hundred thousand dollar sports truck. So ct will be kinda rare for a while on the street,"im, pretty, sure, many, people, afford, hundred, thousand, dollar, sport, truck, ct, kinda, rare, street",Positive
15:24 Not the first time I see a guy breaking down a vehicle's performance in front of a whiteboard like this.,"first, time, see, guy, breaking, vehicle, performance, front, whiteboard, like",Positive
It really looks like a lot of effort went into this video..... loved every second of it!,"really, look, like, lot, effort, went, video, loved, every, second",Positive
I just love MKBHD❤️💙🖤,"love, mkbhd",Positive
People would be looking at you the same way if you were driving a tiny clown car with balloons.,"people, would, looking, way, driving, tiny, clown, car, balloon",Positive
"do you want a Porsche, Lamborghini, Ferrari or a Cyber Truck ?..... Umm, there's your answer.... One little problem it needs CarPlay... Please CarPlay would be nice.","want, porsche, lamborghini, ferrari, cyber, truck, umm, there, answer, one, little, problem, need, carplay, please, carplay, would, nice",Positive
"All right, this is quality editing... cinematography top notch. Feels like a Nolan film, or Celine Song, or Denis Villeneuve... you get the point.","right, quality, editing, cinematography, top, notch, feel, like, nolan, film, celine, song, denis, villeneuve, get, point",Positive
"If you got 10.995 for the quarter of a mile, how are they quoting <11s in the video? 

Is that designed to make you think it's sub 11 *whilst towing*?","got, quarter, mile, quoting, video, designed, make, think, sub, whilst, towing",Positive
Stainless Steel Gets RUST PIMPLES than actually Rusting .,"stainless, steel, get, rust, pimple, actually, rusting",Positive
The PT cruiser point hit hard. But I'm sure cos the cyber truck looked forward(futuristic) and not backwards it might become the new normal rather than fade to the back,"pt, cruiser, point, hit, hard, im, sure, co, cyber, truck, looked, forwardfuturistic, backwards, might, become, new, normal, rather, fade, back",Positive
